review_id,order_id,product_id,product_name,product_category,rating,review_date,verified_purchase,review_text
73,ORD-1073,FSH-002,Slim Fit Chinos,fashion,1,2/15/2026,TRUE,Received completely wrong size even though I ordered medium. Tag says XL. Someone in the warehouse clearly mislabelled these.
74,ORD-1074,FSH-002,Slim Fit Chinos,fashion,4,2/17/2026,TRUE,"Good quality chinos at a fair price. Fabric feels premium, fit is slim without being restrictive. Would recommend to anyone who works in an office."
75,ORD-1075,FSH-002,Slim Fit Chinos,fashion,2,2/19/2026,TRUE,Button on the waistband fell off after first wear. The threading is minimal — clear quality control failure. Returning these.
76,ORD-1076,HMG-003,Smart Coffee Maker,home_goods,5,2/1/2026,TRUE,"This is how a smart appliance should work. App is stable, coffee is excellent, scheduling just works. Best coffee maker I've owned."
77,ORD-1077,HMG-003,Smart Coffee Maker,home_goods,1,2/3/2026,TRUE,Machine stopped working after 6 weeks. Shows an error code that isn't in the manual. Support is taking days to respond. Completely failed.
78,ORD-1078,HMG-003,Smart Coffee Maker,home_goods,2,2/5/2026,TRUE,Grinder jams at least twice a week with standard beans. Have to manually clear it every time. Not suitable for daily use at all.
79,ORD-1079,HMG-003,Smart Coffee Maker,home_goods,4,2/7/2026,TRUE,"Great coffee, great design. The temperature precision really shows in the cup. App is a bit slow to connect but always does eventually."
80,ORD-1080,HMG-003,Smart Coffee Maker,home_goods,1,2/9/2026,TRUE,Parcel left outside in heavy rain. Machine itself seems fine but packaging was destroyed and accessories were water damaged. Appalling delivery.
81,ORD-1081,WEP-001,Wireless Earbuds Pro,electronics,5,2/11/2026,TRUE,Amazing value. Sound rivals products costing 3x as much. ANC is a genuine standout feature. Would buy again without hesitation.
82,ORD-1082,WEP-001,Wireless Earbuds Pro,electronics,2,2/13/2026,TRUE,"Left earbud loses connection within 5 minutes every time. Tried everything. Reset, re-pair, different devices. It's a hardware problem."
83,ORD-1083,WEP-001,Wireless Earbuds Pro,electronics,1,2/15/2026,TRUE,Refund was approved but store credit was issued instead of a bank refund. I did not consent to store credit. Feels like a bait and switch.
84,ORD-1084,WEP-001,Wireless Earbuds Pro,electronics,4,2/17/2026,TRUE,Love the sound quality. The spatial imaging is impressive. Would love spatial audio with head tracking in a future firmware update.
85,ORD-1085,FSH-002,Slim Fit Chinos,fashion,5,2/21/2026,TRUE,"Perfect office trousers. Slim cut looks sharp, fabric breathes well, wash and wear without ironing. Reordering in two more colours."
86,ORD-1086,FSH-002,Slim Fit Chinos,fashion,1,2/23/2026,TRUE,"Paid for next-day delivery, arrived 4 days later. No compensation offered. When I complained, support just said delays happen. Unhelpful."
87,ORD-1087,FSH-002,Slim Fit Chinos,fashion,2,2/25/2026,TRUE,"Colour faded significantly after two washes. The fabric dye is not colourfast. This is a manufacturing defect, not normal wear."
88,ORD-1088,HMG-003,Smart Coffee Maker,home_goods,5,2/21/2026,TRUE,"Outstanding machine. Coffee is consistently excellent, the carafe keeps it hot for over an hour, and the app scheduling is very convenient."
89,ORD-1089,HMG-003,Smart Coffee Maker,home_goods,1,2/23/2026,TRUE,App updated and now the schedule wipe every time the machine loses power. Completely broken. My morning routine is ruined every power cut.
90,ORD-1090,HMG-003,Smart Coffee Maker,home_goods,3,2/25/2026,TRUE,Mixed experience. Coffee quality is genuinely great but the app is unreliable and the grinder is noisy. Half the product is excellent.
91,ORD-1091,WEP-001,Wireless Earbuds Pro,electronics,3,3/1/2026,TRUE,Good sound but uncomfortable after an hour. My ears get sore at the canal entrance. Wish they included a medium-large tip size.
92,ORD-1092,WEP-001,Wireless Earbuds Pro,electronics,2,3/3/2026,TRUE,Mic quality on outdoor calls is embarrassing. My callers can't hear me over wind noise. For this price the mic should be better.
93,ORD-1093,WEP-001,Wireless Earbuds Pro,electronics,5,3/5/2026,TRUE,These earbuds sound incredible. Genuinely audiophile-grade for the price. ANC is top-tier. My only request is multipoint Bluetooth for v2.
94,ORD-1094,FSH-002,Slim Fit Chinos,fashion,1,3/1/2026,TRUE,Item shown as delivered but never received. Neighbour confirmed nothing left at door. Filed a claim and support asked me to wait 14 days to investigate.
95,ORD-1095,FSH-002,Slim Fit Chinos,fashion,4,3/3/2026,TRUE,"Really solid chinos. Fit is accurate, fabric quality is good, stitching looks durable. Delivery was fast. Will buy again."
96,ORD-1096,FSH-002,Slim Fit Chinos,fashion,2,3/5/2026,TRUE,Waistband stitching unravelled after 4 wears. Completely unwearable now. The finish quality is not acceptable for the listed price.
97,ORD-1097,HMG-003,Smart Coffee Maker,home_goods,5,3/1/2026,TRUE,"Genuinely the best coffee maker I've used. The temperature control is precise, the brew is consistent, and the app scheduling works perfectly."
98,ORD-1098,HMG-003,Smart Coffee Maker,home_goods,1,3/3/2026,TRUE,Water tank cracked after 8 weeks of normal use. The plastic walls are clearly too thin. This is a design flaw — I've seen this exact complaint many times.
99,ORD-1099,HMG-003,Smart Coffee Maker,home_goods,2,3/5/2026,TRUE,Machine sent error E4 on week 9. Not in the manual. Support told me to factory reset which wiped all my settings. Still erroring.
100,ORD-1100,WEP-001,Wireless Earbuds Pro,electronics,1,3/7/2026,TRUE,Left bud drops constantly. Used them for 2 months hoping it would improve. It hasn't. Going back to Sony WF-1000XM5.
101,ORD-1101,WEP-001,Wireless Earbuds Pro,electronics,5,3/9/2026,TRUE,Sound quality is jaw-dropping for the price. ANC is world-class. Battery with ANC on could be better but everything else is outstanding.
102,ORD-1102,WEP-001,Wireless Earbuds Pro,electronics,1,3/11/2026,TRUE,"Android app is completely broken. Crashes on open on Android 14. All settings reset to default. Months since this was reported, still not fixed."
103,ORD-1103,FSH-002,Slim Fit Chinos,fashion,5,3/7/2026,TRUE,"These are my go-to trousers now. Quality is consistent, fit is reliable, and they hold up brilliantly after washing. Excellent value."
104,ORD-1104,FSH-002,Slim Fit Chinos,fashion,1,3/9/2026,TRUE,"Package opened on arrival and items were clearly not new — there were creases, a faint smell and one pocket had fluff in it. Sent a used item."
105,ORD-1105,FSH-002,Slim Fit Chinos,fashion,3,3/11/2026,TRUE,Nice style and colour but the size runs very small. Please update the size guide to reflect this. I had to exchange and it took 10 days.
106,ORD-1106,HMG-003,Smart Coffee Maker,home_goods,4,3/7/2026,TRUE,Solid coffee maker. Makes excellent coffee consistently. The app has improved a lot with recent updates. Very happy with this purchase.
107,ORD-1107,HMG-003,Smart Coffee Maker,home_goods,2,3/9/2026,TRUE,Grinder makes a terrible sound every morning. It is genuinely too loud to use before 8am without waking the household. Needs a quiet mode.
108,ORD-1108,HMG-003,Smart Coffee Maker,home_goods,1,3/11/2026,TRUE,Refund still not processed after 4 weeks. Been told it is approved three times. Money has not appeared. Escalating to my bank for a chargeback.
109,ORD-1109,WEP-001,Wireless Earbuds Pro,electronics,4,3/13/2026,TRUE,"Really solid earbuds overall. Love the sound. Wish there were more EQ presets — bass boost, vocal clarity. Minor gripe."
110,ORD-1110,WEP-001,Wireless Earbuds Pro,electronics,2,3/15/2026,TRUE,Touch sensitivity is absurd. Wore these to the gym and ended up calling my boss by accident. Please add a sports lock mode.
111,ORD-1111,FSH-002,Slim Fit Chinos,fashion,5,3/13/2026,TRUE,"Stunning quality for the price. The fabric is genuinely premium, sits perfectly on the waist, and the colour is exactly as shown. Very impressed."
112,ORD-1112,FSH-002,Slim Fit Chinos,fashion,1,3/15/2026,TRUE,Support responded to my complaint about wrong item with a generic copy-paste reply. Asked for order number again even though I included it. Useless.
113,ORD-1113,HMG-003,Smart Coffee Maker,home_goods,5,3/13/2026,TRUE,"Nothing to complain about. Coffee quality is superb, app is reliable, machine looks great in my kitchen. Best appliance I've bought in years."
114,ORD-1114,HMG-003,Smart Coffee Maker,home_goods,3,3/15/2026,TRUE,Coffee quality is excellent but build quality worries me. The water tank plastic feels fragile. Hoping it doesn't crack like I've seen in reviews.
115,ORD-1115,WEP-001,Wireless Earbuds Pro,electronics,1,3/17/2026,TRUE,Battery drains to 0 in under 2 hours with ANC. Before the last firmware update I was getting 6 hours. This is a serious regression. Please fix.
116,ORD-1116,WEP-001,Wireless Earbuds Pro,electronics,5,3/19/2026,TRUE,Perfect commuter earbuds. ANC blocks out everything on my morning train. Sound is detailed and musical. Money very well spent.
117,ORD-1117,FSH-002,Slim Fit Chinos,fashion,2,3/17/2026,TRUE,"Paid for 2-day shipping, took 6 days. No proactive communication at all. Only found out when I chased with support. Poor logistics management."
118,ORD-1118,HMG-003,Smart Coffee Maker,home_goods,4,3/17/2026,TRUE,Great machine overall. Coffee is consistently delicious. The carafe design is clever and keeps heat well. App scheduling makes mornings easy.
119,ORD-1119,WEP-001,Wireless Earbuds Pro,electronics,3,3/21/2026,TRUE,Good earbuds with some rough edges. No multipoint is inconvenient for working from home. Sony has had this feature for years.
120,ORD-1120,HMG-003,Smart Coffee Maker,home_goods,1,3/21/2026,TRUE,Machine leaked and shorted my kitchen socket. This is a safety hazard. I have reported it to trading standards. Completely unacceptable.
